trans,items
1,rootvegetables|
3,dessert|bottledwater|fruit|vegetablejuice|
2,chewinggum|specialtybar
4,onions|wholemilk|curd|soda
6,pipfruit|rootvegetables|othervegetables|wholemilk|margarine|bottledwater
1,soda|
1,packagedfruit|vegetables|
5,tropicalfruit|othervegetables|packagedfruit|vegetables|butter|bottledwater|
1,cannedbeer|
12,sausage|pipfruit|rootvegetables|wholemilk|butter|domesticeggs|brownbread|cereals|bakingpowder|fruit|vegetablejuice|longlifebakeryproduct|chocolate
3,soda|misc.beverages|specialtybar|
8,wholemilk|semi-finishedbread|sugar|coffee|seasonalproducts|hygienearticles|napkins|shoppingbags
5,frozendessert|pastry|semi-finishedbread|vinegar|coffee|
4,citrusfruit|tropicalfruit|pipfruit|shoppingbags
3,coffee|seasonalproducts|shoppingbags|
2,oil|cannedbeer
1,tropicalfruit|
1,soda|
2,chicken|curd
8,othervegetables|packagedfruit|vegetables|dessert|frozenvegetables|domesticeggs|flour|salt|sugar
3,dessert|flowersoil|fertilizer|flower(seeds)|
6,sausage|othervegetables|frozendessert|pastry|fruit|vegetablejuice|longlifebakeryproduct
3,condensedmilk|pastry|chocolate|
2,brownbread|soda
1,pipfruit|
5,bottledwater|soda|fruit|vegetablejuice|saltysnack|newspapers|
1,shoppingbags|
2,sausage|sparklingwine
3,wholemilk|frozenvegetables|bottledwater|
1,soda|
3,wholemilk|yogurt|frozenvegetables|
3,pastry|chocolate|specialtybar|
9,citrusfruit|tropicalfruit|wholemilk|curd|yogurt|domesticeggs|bottledwater|soda|shoppingbags|
1,icecream|
7,wholemilk|UHT-milk|frozenpotatoproducts|bakingpowder|petcare|popcorn|candy|
4,wholemilk|dessert|yogurt|whitebread
2,frankfurter|grapes
3,citrusfruit|oil|misc.beverages|
4,yogurt|bottledwater|soda|newspapers
3,yogurt|waffles|hygienearticles|
3,rolls|buns|bottledbeer|hygienearticles|
3,soda|fruit|vegetablejuice|bottledbeer|
5,onions|wholemilk|processedcheese|pastry|oil|
4,buttermilk|whitebread|petcare|newspapers
8,frankfurter|dessert|rolls|buns|artif.sweetener|mustard|cannedbeer|dishcleaner|malecosmetics
2,frozendessert|softener
6,citrusfruit|tropicalfruit|pipfruit|yogurt|icecream|soda
8,tropicalfruit|othervegetables|wholemilk|curd|frozenfish|domesticeggs|bakingpowder|clingfilm|bags
4,hardcheese|pastry|popcorn|pottedplants
1,whipped|sourcream|
3,pork|bottledwater|whitewine|
3,onions|whitebread|hygienearticles|
11,tropicalfruit|pipfruit|wholemilk|hardcheese|frozenmeals|whitebread|zwieback|sparklingwine|softener|hygienearticles|newspapers|
1,othervegetables|
7,sausage|othervegetables|brownbread|misc.beverages|fruit|vegetablejuice|chocolate|candy|
1,chocolate|
1,soda|
3,yogurt|frozenmeals|soda|
2,pipfruit|cannedbeer
4,bottledwater|soda|chocolate|shoppingbags
1,bottledbeer|
1,frozenvegetables|
1,detergent|
5,bottledwater|soda|cakebar|chocolate|shoppingbags|
1,othervegetables|
4,yogurt|margarine|bottledwater|chewinggum
2,sweetspreads|waffles
4,tropicalfruit|yogurt|spreadcheese|brownbread
3,wholemilk|brownbread|newspapers|
2,citrusfruit|soda
8,citrusfruit|pipfruit|grapes|othervegetables|brownbread|catfood|bottledwater|napkins
6,citrusfruit|othervegetables|frozenmeals|rice|bottledbeer|cannedbeer
1,pork|
3,yogurt|soda|fruit|vegetablejuice|
7,beef|tropicalfruit|rootvegetables|wholemilk|rolls|buns|bottledwater|saltysnack|
1,shoppingbags|
2,whipped|sourcream|napkins
2,othervegetables|brownbread
1,sugar|
3,packagedfruit|vegetables|wholemilk|soda|
4,tropicalfruit|butter|whipped|sourcream|rolls|buns
2,wholemilk|icecream
1,cannedbeer|
6,tropicalfruit|wholemilk|yogurt|pastry|soda|misc.beverages
2,chewinggum|hygienearticles
4,tropicalfruit|wholemilk|longlifebakeryproduct|chocolate
1,whitewine|
2,wholemilk|coffee
1,cannedbeer|
8,tropicalfruit|pipfruit|othervegetables|curd|beverages|pastry|soda|waffles
11,chicken|beef|packagedfruit|vegetables|dessert|whipped|sourcream|softcheese|frozenmeals|rolls|buns|whitebread|pasta|shoppingbags|
3,sweetspreads|hygienearticles|housekeepingproducts|
3,packagedfruit|vegetables|fruit|vegetablejuice|saltysnack|
2,othervegetables|wholemilk
3,citrusfruit|condensedmilk|flour|
1,whipped|sourcream|
11,hamburgermeat|citrusfruit|rootvegetables|othervegetables|icecream|domesticeggs|rolls|buns|whitebread|cannedbeer|longlifebakeryproduct|clingfilm|bags|
2,bottledwater|soda
9,frozenmeals|frozenfish|frozendessert|pastry|cannedbeer|longlifebakeryproduct|waffles|napkins|shoppingbags|
4,whitebread|flour|fruit|vegetablejuice|hygienearticles
3,pastry|pickledvegetables|cannedbeer|
1,bottledbeer|
9,tropicalfruit|yogurt|whipped|sourcream|slicedcheese|coffee|soda|fruit|vegetablejuice|hairspray|soap|
6,sausage|tropicalfruit|wholemilk|softcheese|brownbread|fruit|vegetablejuice
1,soda|
1,rolls|buns|
2,UHT-milk|bottledwater
4,nuts|prunes|cannedfish|soda|shoppingbags
1,cannedbeer|
7,tropicalfruit|rootvegetables|wholemilk|condensedmilk|rolls|buns|bottledbeer|waffles|
3,oil|pickledvegetables|hygienearticles|
1,rolls|buns|
5,citrusfruit|tropicalfruit|wholemilk|rolls|buns|honey|
2,berries|yogurt
7,beef|citrusfruit|rootvegetables|pasta|cannedbeer|malecosmetics|hygienearticles|
4,citrusfruit|rolls|buns|chewinggum|shoppingbags
3,frankfurter|pastry|soda|
4,wholemilk|slicedcheese|rolls|buns|shoppingbags
4,beef|onions|othervegetables|rolls|buns
3,pipfruit|dishcleaner|napkins|
2,domesticeggs|candy
6,rootvegetables|butter|curd|pastry|chocolate|kitchentowels
1,softener|
4,wholemilk|butter|sugar|coffee
2,frankfurter|hygienearticles
9,chicken|rootvegetables|othervegetables|curd|yogurt|beverages|margarine|candles|flower(seeds)|
16,sausage|chicken|othervegetables|wholemilk|whipped|sourcream|hardcheese|frozenmeals|rolls|buns|cereals|coffee|nutsnack|cakebar|cleaner|skincare|femalesanitaryproducts|housekeepingproducts
3,curd|yogurt|bathroomcleaner|
2,frankfurter|coffee
4,pipfruit|curd|margarine|bakingpowder
2,yogurt|lightbulbs
1,rolls|buns|
5,chicken|rootvegetables|curd|specialtybar|newspapers|
1,beef|
11,citrusfruit|wholemilk|butter|yogurt|frozenvegetables|rolls|buns|bakingpowder|instantcoffee|napkins|dishes|newspapers|
3,beef|softcheese|bottledbeer|
2,rolls|buns|bottledwater
2,pastry|soda
1,cannedbeer|
1,wholemilk|
6,pipfruit|wholemilk|butter|creamcheese|bottledwater|newspapers
6,citrusfruit|tropicalfruit|wholemilk|pastry|margarine|candles
7,othervegetables|wholemilk|yogurt|domesticeggs|rollproducts|newspapers|shoppingbags|
7,citrusfruit|rootvegetables|wholemilk|buttermilk|yogurt|bakingpowder|bottledwater|
2,beef|whitewine
1,meat|
5,UHT-milk|condensedmilk|sugar|coffee|clingfilm|bags|
6,frankfurter|sausage|finishedproducts|organicsausage|pastry|waffles
4,sausage|slicedcheese|rolls|buns|soda
3,bottledbeer|liquor|shoppingbags|
1,soda|
8,tropicalfruit|wholemilk|curd|yogurt|brownbread|pastry|cereals|seasonalproducts
4,othervegetables|wholemilk|rolls|buns|flour
3,hamburgermeat|rolls|buns|candles|
5,fish|rootvegetables|rolls|buns|rollproducts|napkins|
19,frankfurter|sausage|chicken|citrusfruit|rootvegetables|onions|othervegetables|butter|processedcheese|spreadcheese|saladdressing|frozenvegetables|frozenfish|rolls|buns|flour|artif.sweetener|soda|candy|cleaner|
10,yogurt|creamcheese|spreadcheese|rolls|buns|bottledwater|soda|fruit|vegetablejuice|bottledbeer|chocolate|newspapers
5,tropicalfruit|yogurt|coffee|clingfilm|bags|newspapers|
3,meat|rootvegetables|pastry|
3,bottledwater|soda|saltysnack|
7,hamburgermeat|wholemilk|yogurt|salt|cannedvegetables|soda|clingfilm|bags|
4,meat|rootvegetables|hardcheese|brownbread
1,frankfurter|
8,chicken|citrusfruit|butter|margarine|bottledwater|soda|fruit|vegetablejuice|newspapers
4,chicken|othervegetables|whipped|sourcream|pickledvegetables
1,saltysnack|
2,wholemilk|whipped|sourcream
1,rolls|buns|
2,beef|hamburgermeat
3,citrusfruit|onions|soups|
7,chicken|herbs|curd|oil|soda|cannedbeer|napkins|
5,citrusfruit|othervegetables|curd|brownbread|hygienearticles|
3,bottledwater|whitewine|saltysnack|
9,sausage|othervegetables|wholemilk|UHT-milk|frozenvegetables|frozenfish|clingfilm|bags|housekeepingproducts|shoppingbags|
4,pipfruit|grapes|wholemilk|rolls|buns
4,frankfurter|beef|wholemilk|chocolatemarshmallow
10,ham|hamburgermeat|wholemilk|processedcheese|rolls|buns|pastry|Instantfoodproducts|fruit|vegetablejuice|saltysnack|chocolatemarshmallow
3,butter|slicedcheese|brownbread|
7,pork|citrusfruit|wholemilk|curd|yogurt|bottledbeer|dishes|
2,pork|beverages
7,citrusfruit|pipfruit|othervegetables|condensedmilk|frozenvegetables|pastry|waffles|
1,cannedbeer|
2,berries|liquor
5,condensedmilk|bottledwater|fruit|vegetablejuice|bottledbeer|cannedbeer|
9,chicken|rolls|buns|margarine|coffee|bottledwater|red|blushwine|longlifebakeryproduct|candy|newspapers|
1,rolls|buns|
4,pork|citrusfruit|tropicalfruit|pipfruit
5,wholemilk|rolls|buns|soap|napkins|newspapers|
2,rootvegetables|frozenvegetables
12,chicken|beef|rootvegetables|wholemilk|curd|yogurt|hardcheese|creamcheese|domesticeggs|sweetspreads|dogfood|napkins
7,rootvegetables|othervegetables|wholemilk|yogurt|hardcheese|frozenvegetables|rolls|buns|
4,tropicalfruit|othervegetables|wholemilk|margarine
5,rootvegetables|othervegetables|yogurt|creamcheese|rolls|buns|
1,chewinggum|
4,rootvegetables|wholemilk|beverages|salt
6,chicken|grapes|wholemilk|rolls|buns|whitewine|dishes
1,cannedbeer|
1,wholemilk|
6,citrusfruit|tropicalfruit|rootvegetables|frozenmeals|frozenfish|bottledwater
1,bottledbeer|
1,wholemilk|
6,onions|othervegetables|yogurt|whipped|sourcream|UHT-milk|sugar
13,sausage|tropicalfruit|berries|othervegetables|wholemilk|curd|mayonnaise|rolls|buns|flour|margarine|sugar|cakebar|chocolate|
1,othervegetables|
1,bottledbeer|
1,wholemilk|
2,yogurt|cannedfish
6,sausage|pastry|soda|saltysnack|newspapers|shoppingbags
1,specialtychocolate|
2,zwieback|dishes
1,frozenvegetables|
2,frankfurter|rolls|buns
3,wholemilk|rolls|buns|bottledwater|
7,frankfurter|tropicalfruit|rootvegetables|buttermilk|beverages|brownbread|fruit|vegetablejuice|
3,pork|cannedbeer|seasonalproducts|
1,cannedvegetables|
5,chicken|berries|othervegetables|yogurt|frozenvegetables|
5,pipfruit|rootvegetables|othervegetables|beverages|cookware|
5,sausage|slicedcheese|rolls|buns|sugar|candy|
3,wholemilk|oil|candles|
1,pork|
1,chicken|
3,coffee|femalesanitaryproducts|napkins|
6,sausage|rootvegetables|frozenvegetables|frozenmeals|rolls|buns|bottledwater
3,sausage|rolls|buns|malecosmetics|
1,bottledbeer|
1,curdcheese|
2,frankfurter|rolls|buns
4,sausage|tropicalfruit|rolls|buns|pastry
2,soda|saltysnack
5,rolls|buns|cannedfish|cannedbeer|waffles|newspapers|
1,tropicalfruit|
5,butter|beverages|slicedcheese|pastry|shoppingbags|
3,frankfurter|whitewine|dishcleaner|
1,finishedproducts|
4,liverloaf|pipfruit|grapes|othervegetables
14,frankfurter|beef|berries|processedcheese|frozenmeals|frozenpotatoproducts|rolls|buns|readysoups|bottledwater|soda|fruit|vegetablejuice|red|blushwine|longlifebakeryproduct|specialtybar
2,buttermilk|instantcoffee
4,wholemilk|curd|red|blushwine|newspapers
5,wholemilk|butter|rolls|buns|pasta|candy|
7,rootvegetables|othervegetables|butter|domesticeggs|bottledwater|soda|misc.beverages|
6,wholemilk|yogurt|frozenmeals|waffles|napkins|newspapers
6,sausage|beef|wholemilk|rolls|buns|pastry|fruit|vegetablejuice
1,waffles|
1,citrusfruit|
1,wholemilk|
2,pork|newspapers
5,berries|othervegetables|yogurt|spreadcheese|rolls|buns|
2,bottledwater|specialtychocolate
1,chocolate|
1,fruit|vegetablejuice|
2,wholemilk|artif.sweetener
1,chocolatemarshmallow|
2,chicken|wholemilk
1,hygienearticles|
1,pork|
5,rootvegetables|UHT-milk|condensedmilk|whitebread|shoppingbags|
2,chicken|icecream
9,rootvegetables|onions|yogurt|whipped|sourcream|UHT-milk|salt|coffee|bottledwater|bottledbeer|
5,pipfruit|wholemilk|domesticeggs|sweetspreads|soda|
6,pipfruit|wholemilk|rolls|buns|ketchup|spices|chocolate
1,bottledbeer|
2,rolls|buns|newspapers
3,wholemilk|bottledwater|bottledbeer|
1,candy|
3,curd|Instantfoodproducts|specialtybar|
12,sausage|turkey|pipfruit|curd|yogurt|frozenvegetables|whitebread|cannedvegetables|sweetspreads|soda|fruit|vegetablejuice|hygienearticles
11,frankfurter|sausage|tropicalfruit|othervegetables|whipped|sourcream|hardcheese|rolls|buns|semi-finishedbread|chocolate|dishcleaner|shoppingbags|
4,herbs|othervegetables|hygienearticles|napkins
2,grapes|berries
6,sausage|rootvegetables|othervegetables|wholemilk|soda|candy
2,bottledbeer|red|blushwine
4,yogurt|spreadcheese|pastry|shoppingbags
2,cannedbeer|red|blushwine
6,nuts|prunes|wholemilk|rolls|buns|waffles|chocolate|newspapers
3,grapes|berries|soda|
3,grapes|othervegetables|frozendessert|
2,citrusfruit|semi-finishedbread
2,wholemilk|cannedbeer
2,rolls|buns|brownbread
2,rolls|buns|snackproducts
1,cannedbeer|
1,butter|
9,beef|tropicalfruit|rootvegetables|yogurt|brownbread|cannedfish|cannedbeer|red|blushwine|newspapers|
1,soda|
5,sausage|wholemilk|rolls|buns|coffee|newspapers|
3,sausage|rolls|buns|soda|
3,creamcheese|coffee|bottledwater|
3,longlifebakeryproduct|waffles|newspapers|
3,othervegetables|buttermilk|yogurt|
2,cannedbeer|newspapers
3,bottledwater|soda|bottledbeer|
10,sausage|domesticeggs|rolls|buns|cannedfish|coffee|cannedbeer|whitewine|malecosmetics|napkins|shoppingbags
16,pork|rootvegetables|othervegetables|beverages|rolls|buns|pastry|sauces|bottledwater|soda|red|blushwine|sparklingwine|chocolate|specialtychocolate|candy|napkins|newspapers
1,grapes|
2,bottledbeer|prosecco
1,instantcoffee|
4,berries|yogurt|catfood|chocolate
4,citrusfruit|pickledvegetables|meatspreads|specialtychocolate
2,beef|wholemilk
5,yogurt|bottledbeer|whitewine|saltysnack|napkins|
8,frozenmeals|zwieback|fruit|vegetablejuice|saltysnack|longlifebakeryproduct|specialtychocolate|hygienearticles|napkins
3,tropicalfruit|pickledvegetables|fruit|vegetablejuice|
4,citrusfruit|butter|slicedcheese|domesticeggs
1,saltysnack|
2,soda|chocolate
6,beef|rootvegetables|yogurt|whipped|sourcream|frozenvegetables|soups
6,citrusfruit|tropicalfruit|pipfruit|othervegetables|zwieback|shoppingbags
2,sausage|yogurt
2,rootvegetables|wholemilk
7,frankfurter|othervegetables|butter|yogurt|softcheese|rolls|buns|newspapers|
5,curd|dessert|soda|bottledbeer|cakebar|
1,curd|
2,wholemilk|mustard
2,wholemilk|rolls|buns
10,onions|othervegetables|wholemilk|yogurt|frozenvegetables|bottledwater|fruit|vegetablejuice|bottledbeer|saltysnack|popcorn
9,wholemilk|rolls|buns|vinegar|bakingpowder|instantcoffee|bottledwater|napkins|dishes|flowersoil|fertilizer|
7,rootvegetables|onions|wholemilk|butter|oil|soups|bottledbeer|
5,pipfruit|othervegetables|brownbread|fruit|vegetablejuice|specialtychocolate|
8,beef|pipfruit|othervegetables|wholemilk|curdcheese|rolls|buns|pastry|soda
5,citrusfruit|buttermilk|slicedcheese|bottledwater|cleaner|
7,sausage|hamburgermeat|rootvegetables|onions|meatspreads|napkins|newspapers|
2,icecream|rolls|buns
2,icecream|chocolate
4,tropicalfruit|wholemilk|bottledwater|soda
5,tropicalfruit|rolls|buns|cannedfish|specialtychocolate|napkins|
1,sparklingwine|
10,sausage|othervegetables|wholemilk|whipped|sourcream|domesticeggs|pastry|meatspreads|instantcoffee|bottledwater|soda
3,tropicalfruit|soda|rum|
2,longlifebakeryproduct|newspapers
3,wholemilk|rolls|buns|nutsnack|
8,ham|pork|hardcheese|domesticeggs|rolls|buns|pastry|sugar|saltysnack
9,frankfurter|meat|citrusfruit|pipfruit|brownbread|pickledvegetables|coffee|specialtychocolate|newspapers|
2,rolls|buns|Instantfoodproducts
2,hamburgermeat|frozenvegetables
2,condensedmilk|coffee
2,wholemilk|pickledvegetables
1,bottledbeer|
4,sausage|ham|pipfruit|processedcheese
3,whitebread|coffee|seasonalproducts|
2,othervegetables|bottledbeer
6,sausage|pipfruit|berries|wholemilk|butter|whipped|sourcream
8,beef|tropicalfruit|rootvegetables|othervegetables|wholemilk|curd|domesticeggs|cookingchocolate
6,berries|UHT-milk|semi-finishedbread|catfood|cakebar|shoppingbags
6,beef|rootvegetables|wholemilk|yogurt|puddingpowder|sweetspreads
10,wholemilk|butter|buttermilk|beverages|domesticeggs|rolls|buns|salt|coffee|chocolate|shoppingbags
6,frankfurter|curd|yogurt|hardcheese|brownbread|cannedbeer
6,tropicalfruit|wholemilk|domesticeggs|brownbread|soda|cannedbeer
2,wholemilk|housekeepingproducts
6,citrusfruit|brownbread|pastry|whitewine|chocolate|shoppingbags
4,dessert|UHT-milk|newspapers|shoppingbags
3,wholemilk|soda|soap|
3,pastry|specialtychocolate|femalesanitaryproducts|
3,curdcheese|rolls|buns|bottledbeer|
4,othervegetables|wholemilk|processedcheese|soda
1,malecosmetics|
4,othervegetables|yogurt|specialtycheese|bottledwater
2,finishedproducts|rolls|buns
6,othervegetables|frozenmeals|rolls|buns|bottledwater|bottledbeer|red|blushwine
1,fruit|vegetablejuice|
3,berries|othervegetables|yogurt|
9,othervegetables|wholemilk|butter|yogurt|whipped|sourcream|frozenvegetables|rolls|buns|margarine|napkins|
1,rollproducts|
11,sausage|pork|beef|tropicalfruit|grapes|othervegetables|wholemilk|frozendessert|domesticeggs|soda|chocolate|
8,beef|citrusfruit|butter|domesticeggs|flour|margarine|bakingpowder|longlifebakeryproduct
8,tropicalfruit|whipped|sourcream|UHT-milk|salt|pasta|oil|saltysnack|candy
6,sausage|butter|buttermilk|icecream|coffee|saltysnack
1,specialtychocolate|
3,bottledwater|soda|bottledbeer|
4,sausage|yogurt|margarine|saltysnack
3,wholemilk|specialtychocolate|lightbulbs|
2,beverages|specialtybar
3,pastry|waffles|shoppingbags|
12,grapes|rootvegetables|onions|whipped|sourcream|rolls|buns|mustard|coffee|bottledwater|soda|fruit|vegetablejuice|chocolate|shoppingbags
2,citrusfruit|yogurt
5,citrusfruit|tropicalfruit|othervegetables|rolls|buns|shoppingbags|
7,meat|othervegetables|yogurt|icecream|fruit|vegetablejuice|saltysnack|newspapers|
2,saltysnack|specialtychocolate
5,finishedproducts|beef|frozenmeals|rolls|buns|soda|
2,bottledbeer|liquor
4,citrusfruit|tropicalfruit|pastry|seasonalproducts
4,icecream|soda|misc.beverages|liquor(appetizer)
10,tropicalfruit|rootvegetables|yogurt|creamcheese|processedcheese|brownbread|ketchup|saltysnack|waffles|candy
1,margarine|
1,soda|
2,sausage|brownbread
1,beverages|
1,whipped|sourcream|
1,tropicalfruit|
5,herbs|whipped|sourcream|semi-finishedbread|chewinggum|newspapers|
1,wholemilk|
3,yogurt|bottledbeer|whitewine|
7,hamburgermeat|rootvegetables|herbs|othervegetables|bottledwater|bottledbeer|newspapers|
2,pipfruit|rolls|buns
1,frozenpotatoproducts|
1,wholemilk|
3,wholemilk|brownbread|fruit|vegetablejuice|
2,sausage|rolls|buns
1,femalesanitaryproducts|
4,beef|wholemilk|yogurt|softcheese
9,sausage|wholemilk|rolls|buns|soda|saltysnack|longlifebakeryproduct|waffles|chocolatemarshmallow|candy|
9,sausage|beverages|brownbread|salt|soda|saltysnack|popcorn|dentalcare|makeupremover|
2,tropicalfruit|frozendessert
2,frankfurter|coffee
5,beef|rootvegetables|domesticeggs|vinegar|soda|
4,curd|icecream|pasta|catfood
3,bottledwater|cannedbeer|candy|
2,yogurt|newspapers
5,rootvegetables|othervegetables|pickledvegetables|bottledwater|fruit|vegetablejuice|
4,slicedcheese|domesticeggs|coffee|shoppingbags
6,pipfruit|beverages|frozenmeals|longlifebakeryproduct|chocolate|napkins
2,chicken|wholemilk
4,ham|wholemilk|hardcheese|catfood
1,specialtychocolate|
4,fish|wholemilk|whitebread|detergent
3,detergent|hygienearticles|napkins|
3,rolls|buns|margarine|cannedfish|
8,sausage|ham|yogurt|sugar|misc.beverages|abrasivecleaner|cleaner|dishes
2,coffee|fruit|vegetablejuice
2,frankfurter|wholemilk
4,sausage|beverages|brownbread|pastry
5,wholemilk|butter|yogurt|domesticeggs|rolls|buns|
2,dessert|beverages
5,pipfruit|othervegetables|wholemilk|buttermilk|dishcleaner|
7,sausage|othervegetables|yogurt|pickledvegetables|bottledwater|liquor|shoppingbags|
7,wholemilk|margarine|bakingpowder|bottledwater|bottledbeer|waffles|napkins|
2,saltysnack|specialtychocolate
3,sausage|rolls|buns|bottledbeer|
1,bottledbeer|
1,sweetspreads|
1,pipfruit|
4,pork|bottledwater|whitewine|shoppingbags
5,beverages|pastry|bottledwater|fruit|vegetablejuice|bottledbeer|
1,wholemilk|
7,tropicalfruit|pipfruit|rootvegetables|butter|curd|chewinggum|chocolate|
3,frankfurter|creamcheese|whitebread|
1,sweetspreads|
2,soups|malecosmetics
2,soda|syrup
3,rootvegetables|yogurt|beverages|
1,wholemilk|
5,citrusfruit|catfood|coffee|saltysnack|napkins|
4,wholemilk|curd|creamcheese|shoppingbags
2,soda|specialtybar
4,sausage|yogurt|fruit|vegetablejuice|shoppingbags
1,whipped|sourcream|
7,frankfurter|pork|tropicalfruit|dessert|pickledvegetables|saltysnack|shoppingbags|
4,othervegetables|brownbread|spices|whitewine
1,bottledbeer|
5,pipfruit|rootvegetables|curd|hardcheese|specialtycheese|
5,citrusfruit|wholemilk|domesticeggs|specialtychocolate|shoppingbags|
1,whipped|sourcream|
2,whipped|sourcream|newspapers
8,othervegetables|buttermilk|UHT-milk|slicedcheese|creamcheese|processedcheese|specialtycheese|cannedvegetables
4,tropicalfruit|wholemilk|creamcheese|brownbread
5,tropicalfruit|rolls|buns|whitebread|saltysnack|candy|
1,specialtybar|
4,meat|brownbread|seasonalproducts|shoppingbags
5,soda|cannedbeer|liquor(appetizer)|saltysnack|shoppingbags|
2,yogurt|specialtybar
7,frankfurter|onions|packagedfruit|vegetables|creamcheese|brownbread|cannedfish|shoppingbags|
7,ham|pipfruit|domesticeggs|pastry|semi-finishedbread|catfood|newspapers|
3,organicproducts|softener|hygienearticles|
1,cannedbeer|
3,frozenmeals|frozenpotatoproducts|coffee|
5,othervegetables|wholemilk|coffee|soda|cannedbeer|
4,sausage|coffee|longlifebakeryproduct|shoppingbags
5,sausage|UHT-milk|pickledvegetables|bottledwater|cannedbeer|
4,frankfurter|pork|curd|shoppingbags
1,malecosmetics|
1,frozenmeals|
7,wholemilk|pastry|semi-finishedbread|sugar|soda|saltysnack|specialtybar|
1,UHT-milk|
1,misc.beverages|
1,fruit|vegetablejuice|
6,rootvegetables|othervegetables|wholemilk|yogurt|longlifebakeryproduct|newspapers
3,frankfurter|wholemilk|frozenvegetables|
2,grapes|brownbread
3,grapes|sugar|clingfilm|bags|
1,bottledbeer|
3,rolls|buns|napkins|shoppingbags|
2,rolls|buns|bottledwater
3,curd|yogurt|newspapers|
9,sausage|citrusfruit|butter|yogurt|brownbread|margarine|fruit|vegetablejuice|hygienearticles|newspapers|
11,frankfurter|sausage|citrusfruit|frozenvegetables|frozenmeals|vinegar|oil|coffee|waffles|cookingchocolate|hygienearticles|
5,liverloaf|wholemilk|rolls|buns|misc.beverages|chocolate|
1,cannedbeer|
3,softcheese|coffee|candy|
5,pork|beef|berries|domesticeggs|oil|
1,tropicalfruit|
7,pipfruit|grapes|frozenmeals|rolls|buns|mustard|cannedbeer|liqueur|
5,citrusfruit|tropicalfruit|rolls|buns|soda|specialtybar|
6,meat|hamburgermeat|othervegetables|wholemilk|rolls|buns|candy
1,shoppingbags|
5,hamburgermeat|wholemilk|slicedcheese|pasta|shoppingbags|
3,rootvegetables|margarine|candles|
4,beef|rootvegetables|wholemilk|condensedmilk
2,cannedbeer|saltysnack
8,whipped|sourcream|UHT-milk|pastry|margarine|catfood|chocolate|dishes|newspapers
5,tropicalfruit|yogurt|rolls|buns|skincare|shoppingbags|
3,tropicalfruit|wholemilk|rolls|buns|
1,pastry|
9,turkey|pipfruit|rootvegetables|yogurt|creamcheese|flour|sugar|napkins|newspapers|
4,tropicalfruit|buttermilk|brownbread|flour
2,sugar|specialtybar
3,finishedproducts|wholemilk|softener|
5,meat|pipfruit|wholemilk|soda|newspapers|
7,hamburgermeat|pipfruit|curd|dessert|creamcheese|rolls|buns|brownbread|
1,pork|
6,wholemilk|whitebread|mustard|bottledwater|soda|newspapers
6,pork|herbs|othervegetables|wholemilk|curdcheese|fruit|vegetablejuice
2,UHT-milk|soda
4,othervegetables|wholemilk|domesticeggs|dishes
4,wholemilk|butter|fruit|vegetablejuice|candy
3,chicken|wholemilk|rolls|buns|
5,wholemilk|rolls|buns|brownbread|oil|sauces|
2,pipfruit|pastry
2,rolls|buns|newspapers
5,rootvegetables|frozenvegetables|rolls|buns|fruit|vegetablejuice|cannedbeer|
8,frankfurter|tropicalfruit|pipfruit|othervegetables|frozenvegetables|frozenfish|zwieback|margarine
2,wholemilk|whipped|sourcream
10,frankfurter|tropicalfruit|pipfruit|wholemilk|curd|pastry|flour|margarine|sugar|organicproducts
4,rootvegetables|wholemilk|whipped|sourcream|soda
1,pipfruit|
3,sausage|rolls|buns|bottledbeer|
4,UHT-milk|domesticeggs|oil|margarine
4,pork|othervegetables|Instantfoodproducts|detergent
4,citrusfruit|othervegetables|UHT-milk|rolls|buns
8,beef|hamburgermeat|wholemilk|softcheese|frozenchicken|rolls|buns|margarine|seasonalproducts
5,wholemilk|hardcheese|brownbread|coffee|soda|
10,beef|grapes|othervegetables|wholemilk|dessert|yogurt|frozenvegetables|cakebar|dishes|newspapers
11,sausage|ham|rootvegetables|othervegetables|wholemilk|yogurt|rolls|buns|pastry|margarine|bottledwater|shoppingbags|
1,bottledbeer|
1,rolls|buns|
3,rootvegetables|margarine|petcare|
8,citrusfruit|butter|yogurt|creamcheese|rolls|buns|bottledwater|soda|newspapers
3,tropicalfruit|rolls|buns|newspapers|
7,frankfurter|sausage|rolls|buns|soda|liquor(appetizer)|specialtybar|shoppingbags|
2,sausage|soda
7,tropicalfruit|onions|wholemilk|creamcheese|specialtycheese|bottledwater|soda|
6,frankfurter|berries|wholemilk|rice|coffee|clingfilm|bags
13,sausage|citrusfruit|berries|othervegetables|wholemilk|butter|whipped|sourcream|brownbread|soups|coffee|bottledwater|bottledbeer|waffles|
5,tropicalfruit|hardcheese|frozenvegetables|domesticeggs|semi-finishedbread|
1,whipped|sourcream|
4,beef|wholemilk|rolls|buns|coffee
4,ham|beef|citrusfruit|newspapers
5,tropicalfruit|frozendessert|rolls|buns|bottledwater|flower(seeds)|
9,sausage|creamcheese|domesticeggs|rolls|buns|cereals|cannedvegetables|catfood|soda|misc.beverages|
4,frankfurter|domesticeggs|mustard|seasonalproducts
10,sausage|pipfruit|rootvegetables|othervegetables|wholemilk|yogurt|pastry|soda|napkins|shoppingbags
